row,column,Year,Month,pet,tmn,cld,dtr,vap,wet,pre,tmp,tmx,frs,RH,SVP,VPD,windspeed,ndvi,GPP,popd,PDSI,SMroot,SMsurf,BA_km2
23,218,2000,8,2.125,8.35,68.55,7.925,10.85,12.75,169.4,12.275,16.275,0.0,67.437965,16.088432,5.238433,1.983509,0.16872917,8.749557,0.09102985,-0.775,0.14495534,0.15926924,2.497627
23,218,2000,9,1.1,4.075,77.325,6.425,8.200001,18.5,269.40002,7.25,10.5,6.75,74.97672,10.937483,2.7374828,3.5070114,-0.12622987,0.0,0.09102985,-0.9575,0.15639909,0.18911126,0.0
23,218,2000,10,0.2,2.5,82.5,3.8,7.925,22.75,297.2,4.4,6.3,10.75,90.76124,8.733885,0.80888474,1.5594293,-0.12152986,0.0,0.09102985,-0.65250003,0.1780099,0.2168962,0.0
23,218,2000,11,0.0,-4.4,91.875,3.775,5.15,19.0,203.20001,-2.5,-0.625,24.25,103.73215,4.9656487,-0.18435109,3.1012647,-0.14502084,0.0,0.09102985,-0.695,0.19278719,0.22055951,0.0
23,218,2000,12,0.0,-12.725,94.15,6.3250003,3.15,23.0,247.40001,-9.525,-6.4,30.0,116.21258,2.7111115,-0.43888837,3.143601,-0.42890927,,0.09102985,0.385,0.19404717,0.20844933,0.0
23,218,2001,1,0.0,-11.475,93.475006,5.75,3.225,18.5,136.1,-8.6,-5.725,30.0,109.67609,2.9416118,-0.28338838,1.6911377,0.44886595,,0.09102985,0.24249999,0.20109506,0.22263134,0.0
23,218,2001,2,0.0,-19.9,72.15001,8.75,1.925,19.25,178.8,-15.5,-11.150001,28.0,121.955025,1.5784945,-0.34650534,3.7030425,0.26122844,0.009647808,0.09102985,0.5725,0.19685893,0.2054643,0.0
23,218,2001,3,0.3,-15.725,83.475,9.275,2.35,17.25,149.8,-11.05,-6.45,31.0,99.28116,2.366919,0.016919136,4.731532,-0.12622987,2.6656966,0.09102985,0.64,0.19473329,0.19653633,0.0
23,218,2001,4,1.1,-4.425,60.6,8.725,4.925,13.5,130.1,-0.025000006,4.375,24.5,80.72237,6.1014385,1.1764387,1.9991245,-0.12152986,25.771235,0.09102985,0.65000004,0.20606568,0.24610111,0.0
23,218,2001,5,2.025,0.275,63.825005,7.15,5.45,16.0,240.8,3.825,7.425,16.75,65.32819,8.342237,2.892237,5.6249638,-0.14502084,90.88574,0.09102985,1.205,0.20473318,0.22384971,0.0
23,218,2001,6,3.625,7.175,58.425003,10.45,8.950001,9.0,80.3,12.375,17.625,1.25,55.21347,16.211262,7.261261,2.4368076,-0.42890927,106.22829,0.09102985,-0.52750003,0.17706858,0.17540234,0.0
23,218,2001,7,3.45,11.25,53.325,9.200001,12.95,14.0,282.7,15.85,20.45,0.0,61.668667,20.998966,8.048966,2.1036615,-0.42832127,64.70972,0.09102985,-0.48499998,0.15029395,0.16674882,0.0
23,218,2001,8,2.1000001,8.45,68.8,7.525,10.75,16.25,280.1,12.175001,15.975,0.0,67.32236,15.96748,5.2174797,2.807173,0.19494581,10.672421,0.09102985,-0.46749997,0.16446654,0.19706306,0.0
23,218,2001,9,1.075,5.7000003,73.625,6.7250004,9.75,15.75,171.0,9.05,12.424999,3.5,77.51325,12.5786915,2.8286912,2.7840147,0.40747225,0.0,0.09102985,-0.865,0.17745501,0.20020404,0.0
23,218,2001,10,0.275,-2.075,73.975006,4.7,5.625,20.75,246.6,0.3,2.6750002,22.25,89.786255,6.266597,0.6415963,0.35377184,0.4545757,0.0,0.09102985,-1.0325,0.19123049,0.22622684,0.0
23,218,2001,11,0.05,-9.975,94.05,6.5,3.6000001,18.5,166.7,-6.7,-3.475,28.5,103.74601,3.471314,-0.12868601,1.4966295,0.5599875,0.0,0.09102985,-1.325,0.19662273,0.20836212,0.0
23,218,2001,12,0.0,-16.025002,94.25,6.575,2.45,18.5,106.90001,-12.725,-9.450001,31.0,120.37394,2.0353856,-0.41461426,0.41455188,0.5209249,,0.09102985,-1.6175001,0.19383892,0.19678472,0.0
23,218,2002,1,0.0,-17.325,91.5,7.875,2.35,26.25,294.5,-13.375,-9.45,31.0,122.44338,1.9188584,-0.43114156,0.216381,-0.42832127,,0.09102985,0.81000006,0.1979101,0.21631034,0.0
23,218,2002,2,0.0,-13.575001,83.95,7.05,2.9250002,20.5,218.4,-10.025,-6.525,27.25,112.80945,2.5936003,-0.33139992,3.3027148,0.19494581,0.12453905,0.09102985,1.3725,0.19707581,0.2111535,0.0
23,218,2002,3,0.32500002,-10.75,80.825,7.525,3.275,18.5,176.20001,-6.9500003,-3.225,30.0,96.412094,3.398223,0.12322283,5.6654673,0.40747225,4.1182904,0.09102985,1.5675,0.1979627,0.21292049,0.0
23,218,2002,4,1.35,-4.225,54.65,9.5,4.6000004,8.25,67.100006,0.55,5.325,24.0,71.92008,6.3965483,1.7965482,1.7455375,0.43393752,23.616013,0.09102985,-0.365,0.20363688,0.23622002,0.0
23,218,2002,5,2.4,0.675,57.850002,9.575001,5.75,13.5,167.70001,5.425,10.25,15.75,60.678402,9.476178,3.7261782,6.9974356,0.4950111,86.330414,0.09102985,-0.3775,0.20970643,0.23292409,0.0
23,218,2002,6,3.5500002,6.425,57.5,10.175,8.3,14.25,212.70001,11.475,16.600002,2.5,54.801605,15.1446295,6.8446293,6.9056706,0.56122357,79.41335,0.09102985,-0.52750003,0.1769954,0.18381125,0.0
23,218,2002,7,3.45,11.625,56.85,8.85,12.95,13.5,255.1,16.025,20.475,0.0,60.88039,21.270386,8.320387,8.341837,0.45047778,43.4738,0.09102985,-0.585,0.16662782,0.18219393,0.0
23,218,2002,8,2.025,8.1,75.125,7.8500004,10.650001,14.75,216.8,11.975,15.95,0.25,67.71127,15.7280445,5.078045,1.7589126,0.21766388,5.5898824,0.09102985,-0.77,0.15554497,0.16865319,0.0
23,218,2002,9,1.0,3.425,80.65,5.4750004,7.775,18.75,273.0,6.15,8.9,8.25,77.49495,10.032887,2.2578874,2.5865233,-0.12622987,0.0017652517,0.09102985,-0.8825,0.17415279,0.2188792,0.0
23,218,2002,10,0.3,-3.375,82.575,3.85,4.925,20.5,219.2,-1.425,0.52500004,24.0,90.66136,5.432252,0.5072521,4.1969404,-0.12152986,0.0,0.09102985,-1.0825,0.18678352,0.21629936,0.0
23,218,2002,11,0.0,-11.975,93.075,5.975,3.0500002,19.25,180.2,-8.950001,-6.0,29.0,106.94975,2.851908,-0.19809204,2.9580638,-0.14502084,0.0,0.09102985,-1.29,0.18718007,0.19642004,0.0
23,218,2002,12,0.0,-18.1,94.5,8.525001,2.1000001,20.75,145.3,-13.825001,-9.575001,31.0,114.05865,1.841264,-0.25873607,1.8460653,-0.42890927,,0.09102985,-1.415,0.18504566,0.18917996,0.0
23,218,2003,1,0.0,-22.975,92.35,8.75,1.425,23.25,232.1,-18.6,-14.225,31.0,120.709984,1.1804086,-0.24459139,3.8311594,0.3386875,,0.09102985,0.425,0.18454196,0.18781006,0.0
23,218,2003,2,0.0,-13.025001,84.375,7.1000004,3.05,16.25,127.799995,-9.475,-5.925,27.0,112.00824,2.7229323,-0.3270678,2.3298535,0.13432012,0.0009139309,0.09102985,0.42,0.18612495,0.19865437,0.0
23,218,2003,3,0.5,-7.9000006,78.625,6.375,3.5500002,18.5,176.0,-4.7,-1.5250001,28.25,86.12729,4.1225176,0.5725179,5.200118,-0.1291361,3.4788005,0.09102985,0.5325,0.18983346,0.21151727,0.0
23,218,2003,4,1.1,-6.025,65.575,8.475,3.9,7.25,38.9,-1.7750001,2.475,26.0,73.905594,5.2767215,1.3767216,2.8462453,-0.12509029,26.777794,0.09102985,-0.06999999,0.1983809,0.2338233,0.0
23,218,2003,5,2.35,2.175,63.550003,8.75,6.45,15.75,238.5,6.5250006,10.925,11.75,62.41221,10.335197,3.8851979,2.4071107,-0.14998333,53.505505,0.09102985,0.385,0.20770186,0.23871347,0.0
23,218,2003,6,2.9,4.05,70.375,8.650001,6.95,12.25,162.4,8.35,12.700001,6.5,58.32131,11.916235,4.966235,6.6453238,-0.42890927,76.75796,0.09102985,-0.145,0.1921354,0.20489383,0.0
23,218,2003,7,3.775,12.375,55.05,9.925,13.45,10.0,148.3,17.325,22.3,0.0,57.49513,23.394115,9.944115,2.5072417,-0.42832127,68.13905,0.09102985,-0.615,0.16856897,0.17582555,0.0
23,218,2003,8,1.95,10.325001,78.200005,5.975,12.075001,20.5,436.6,13.275,16.3,0.0,69.616554,17.344475,5.269476,1.0036125,0.20144999,15.149498,0.09102985,0.71999997,0.17385912,0.21722472,0.0
23,218,2003,9,1.2,4.275,77.025,7.325,8.375,16.5,204.29999,7.9249997,11.6,6.25,72.64663,11.529091,3.154091,3.5178113,0.421641,0.6596677,0.09102985,0.43,0.19310854,0.21815443,0.0
23,218,2003,10,0.3,-0.75,91.5,4.275,6.125,25.75,364.90002,1.4250001,3.6,19.5,89.16184,6.8703513,0.74535096,2.5249336,0.45800903,0.0,0.09102985,0.84000003,0.20418265,0.24375552,0.0
23,218,2003,11,0.025,-4.5,94.225,3.75,4.8500004,18.25,173.7,-2.6000001,-0.75,24.5,98.51207,4.9241385,0.0741384,4.8614354,0.5232549,0.0,0.09102985,0.7575,0.20057131,0.21846096,0.0
23,218,2003,12,0.05,-11.85,97.175,6.425,3.0500002,27.25,296.8,-8.625,-5.425,30.0,103.93923,2.93497,-0.11502999,2.592503,0.55060905,,0.09102985,1.37,0.19643793,0.20376787,0.0
23,218,2004,1,0.025,-15.15,93.8,6.675,2.4,20.5,173.6,-11.8,-8.475,31.0,108.46626,2.212863,-0.18713707,3.3824792,-0.42832127,,0.09102985,1.315,0.19769369,0.21415016,0.0
23,218,2004,2,0.0,-16.35,73.725006,7.575,2.4250002,20.75,199.29999,-12.55,-8.775,29.0,117.28235,2.068069,-0.35693127,3.5727215,0.1923368,0.0013997236,0.09102985,1.685,0.19829579,0.2142197,0.0
23,218,2004,3,0.375,-9.5,76.425,6.375,3.35,13.75,98.8,-6.3,-3.125,29.0,93.235245,3.5936449,0.2436449,5.0717235,0.42238057,3.134513,0.09102985,-0.1775,0.2009997,0.21976092,0.0
23,218,2004,4,1.35,-5.8500004,58.025,9.925,3.85,8.0,49.2,-0.87500006,4.1,26.0,67.714516,5.686956,1.8369559,2.158522,0.44229513,22.599026,0.09102985,-0.60749996,0.20122662,0.22541103,0.0
23,218,2004,5,2.2,0.725,62.525,9.200001,6.15,13.25,162.5,5.325,9.925,15.5,65.41861,9.401399,3.2513986,4.2560263,0.57320005,72.713036,0.09102985,-0.575,0.2014657,0.2269161,0.0
23,218,2004,6,2.9250002,6.025,74.9,8.95,8.4,15.0,258.40002,10.475,14.975,2.5,59.84957,14.034466,5.634465,2.2025402,0.54978335,105.86169,0.09102985,-0.35250002,0.19516212,0.21966669,0.0
23,218,2004,7,3.85,12.225,48.625,9.475,13.0,10.0,123.2,16.95,21.7,0.0,57.11515,22.76223,9.762229,1.6053971,0.36745763,75.573326,0.09102985,-0.90250003,0.18666297,0.19783005,0.0
23,218,2004,8,2.2,8.950001,66.55,7.925,11.35,17.5,311.0,12.875,16.875,0.0,67.432755,16.830257,5.480258,2.8289745,0.12780833,5.8601975,0.09102985,-0.8725,0.18121648,0.22070086,0.0
23,218,2004,9,1.025,5.45,82.225,5.7750006,9.175,19.5,338.90002,8.3,11.225,3.75,77.303474,11.870186,2.6951864,1.1364512,-0.12928194,0.80026066,0.09102985,-0.76,0.2013507,0.2362152,0.0
23,218,2004,10,0.3,-0.725,89.725006,3.85,6.0249996,12.5,105.100006,1.225,3.1750002,19.5,89.14871,6.759153,0.7341529,4.1539087,-0.1259375,0.0,0.09102985,-1.1725,0.20240352,0.22419725,0.0
23,218,2004,11,0.0,-8.25,94.2,5.25,4.05,17.5,194.70001,-5.6,-3.0,27.75,106.12769,3.8163157,-0.23368418,2.5402467,-0.15027013,0.0,0.09102985,-1.4125,0.20004806,0.21935919,0.0
23,218,2004,12,0.05,-10.975,96.05,5.75,3.15,21.75,218.6,-8.075001,-5.2250004,30.0,102.30434,3.0803921,-0.06960797,4.8443546,-0.42890927,,0.09102985,-1.2575,0.19574013,0.20085399,0.0
23,218,2005,1,0.0,-11.8,90.375,5.875,3.125,18.5,200.9,-8.85,-5.925,30.0,108.66957,2.878654,-0.2463463,2.271286,0.4351639,,0.09102985,-0.9675,0.19984034,0.21464846,0.0
23,218,2005,2,0.05,-14.700001,75.2,6.9750004,2.475,9.75,63.2,-11.175,-7.7250004,28.0,105.78597,2.3407443,-0.1342557,4.422669,0.09618124,0.0034940736,0.09102985,-1.2475,0.19925335,0.21510711,0.0
23,218,2005,3,0.4,-14.450001,75.675,8.575001,2.35,9.25,77.5,-10.125,-5.875,31.0,91.42508,2.570248,0.22024798,1.4255111,-0.13625695,1.6524868,0.09102985,-1.495,0.19482586,0.1964839,0.0
23,218,2005,4,1.075,-5.025,68.5,7.775,4.3,13.25,167.2,-1.125,2.775,25.0,77.19794,5.570707,1.2707067,1.6044283,-0.1329014,14.953063,0.09102985,-1.145,0.20232801,0.23263057,0.0
23,218,2005,5,2.125,1.2,61.275,8.6,6.55,14.25,209.70001,5.45,9.8,14.25,68.989655,9.493894,2.9438934,3.528568,-0.1569868,63.185535,0.09102985,-0.7575,0.20965923,0.24398945,0.0
23,218,2005,6,3.5,6.575,59.45,10.175,8.6,7.5,68.3,11.650001,16.75,2.0,56.03489,15.346328,6.7463274,4.7546344,-0.42890927,104.06735,0.09102985,-1.3275,0.17361271,0.17057802,0.0
23,218,2005,7,3.5,10.1,53.225,10.299999,12.3,8.5,165.2,15.225,20.400002,0.0,61.34209,20.055359,7.7553573,3.5081365,-0.42832127,54.92487,0.09102985,-1.6925,0.12993103,0.14179027,0.0
23,218,2005,8,2.35,10.3,64.075,8.25,12.55,12.75,219.6,14.4,18.55,0.0,66.532326,18.863918,6.3139186,3.047902,0.1904861,15.822048,0.09102985,-1.9950001,0.1300267,0.15060309,0.0
23,218,2005,9,1.2,5.175,76.15,7.175,9.075001,19.5,363.3,8.725,12.35,4.5,73.98505,12.267907,3.192907,3.5358174,0.405734,0.0,0.09102985,-1.9449999,0.17247283,0.22377256,0.0
23,218,2005,10,0.25,1.1500001,83.4,5.0249996,7.425,14.25,163.8,3.625,6.175,14.5,90.471,8.208332,0.783332,0.7681897,0.4593403,0.0,0.09102985,-2.33,0.19249532,0.22212133,0.0
23,218,2005,11,0.0,-1.575,94.9,3.6000001,6.25,22.25,364.5,0.25,2.075,20.75,100.206345,6.2419147,-0.008085728,1.3098266,0.5194534,0.0,0.09102985,-1.87,0.2022051,0.23960568,0.0
23,218,2005,12,0.0,-12.150001,96.0,5.9,3.025,22.25,262.0,-9.150001,-6.25,30.0,107.99251,2.8023748,-0.22262537,1.0528275,0.5495417,,0.09102985,-1.3175,0.19765869,0.20342173,0.0
23,218,2006,1,0.0,-16.025002,89.175,6.675,2.725,18.0,170.1,-12.675,-9.35,31.0,133.28735,2.044862,-0.680138,1.9917521,0.35033053,,0.09102985,-1.2225,0.19993913,0.2160204,0.0
23,218,2006,2,0.025,-18.45,75.024994,7.4750004,1.925,10.0,78.5,-14.7,-10.975,28.0,113.28474,1.6994994,-0.22550058,3.884831,-0.010240279,0.0,0.09102985,-1.3875,0.1957093,0.19876942,0.0
23,218,2006,3,0.3,-15.05,69.850006,9.75,2.5500002,13.0,137.8,-10.15,-5.3,31.0,99.44617,2.5644567,0.01445663,4.248611,-0.13602084,0.81863064,0.09102985,-1.2725,0.19446194,0.19706148,0.0
23,218,2006,4,1.2,-3.2250001,66.45,7.525,4.8,14.0,138.7,0.57500005,4.375,23.0,74.89475,6.408983,1.608983,5.002429,-0.13362293,22.194416,0.09102985,-1.1925,0.20428616,0.23902747,0.0
23,218,2006,5,2.525,1.05,53.550003,10.175,6.15,11.25,127.799995,6.125,11.225,14.5,61.41017,10.014114,3.8641138,4.165441,-0.15562847,55.72943,0.09102985,-1.365,0.20382342,0.228354,0.0
23,218,2006,6,3.45,8.525,65.025,9.825,10.3,12.25,199.5,13.425,18.35,0.0,58.720905,17.542816,7.2428155,4.635911,-0.42890927,80.97003,0.09102985,-1.485,0.1868467,0.19906251,0.0
23,218,2006,7,3.0,9.35,64.6,8.35,11.1,12.25,217.9,13.5,17.7,0.0,62.927536,17.63853,6.5385294,0.5661471,-0.42832127,62.822266,0.09102985,-1.5,0.16141307,0.17748031,0.0
23,218,2006,8,2.275,8.8,64.425,8.675,11.3,8.5,106.200005,13.1,17.475002,0.0,66.008484,17.119022,5.819022,4.470288,0.17799097,21.382084,0.09102985,-2.1425,0.14821725,0.14931658,0.0
23,218,2006,9,0.9250001,4.95,82.5,5.8250003,9.175,18.5,303.1,7.85,10.775001,4.75,80.05777,11.463126,2.288126,2.7768965,0.41442502,0.0,0.09102985,-2.1775,0.16831253,0.2113482,0.0
23,218,2006,10,0.275,-1.875,91.775,4.3500004,5.7250004,21.25,251.80002,0.32500002,2.525,22.25,91.16377,6.2787585,0.5537585,0.47344324,0.29292083,0.0,0.09102985,-2.295,0.1845206,0.2226016,0.0
23,218,2006,11,0.0,-7.3500004,94.0,3.8,4.25,18.5,242.2,-5.425,-3.5500002,27.0,109.71248,3.8744144,-0.37558597,2.0089374,0.57801175,0.0,0.09102985,-0.5525,0.1892903,0.20907675,0.0
23,218,2006,12,0.05,-7.15,96.100006,4.95,4.15,23.5,312.7,-4.625,-2.1999998,27.5,100.08067,4.1507797,0.0007798672,4.625497,0.6043938,,0.09102985,0.78749996,0.20540974,0.2316662,0.0
23,218,2007,1,0.0,-13.125,92.4,6.025,3.125,18.75,184.4,-10.1,-7.1000004,30.0,121.33342,2.5765502,-0.5484499,3.501585,-0.42832127,,0.09102985,0.88500005,0.20396574,0.22751653,0.0
